block_id,block_date,corridor_id,section_id,start_time,end_time,duration_minutes,block_type,approval_status,capacity_level
BLK00686,2026-10-11,C3,S02,2026-10-11 00:00:00,2026-10-11 03:00:00,180,Traffic Block,Approved,Partial
BLK00687,2026-10-11,C3,S13,2026-10-11 03:00:00,2026-10-11 06:00:00,180,Engineering Block,Approved,Full
BLK00688,2026-10-11,C3,S01,2026-10-11 10:00:00,2026-10-11 13:00:00,180,Engineering Block,Approved,Full
BLK00689,2026-10-11,C3,S16,2026-10-11 13:00:00,2026-10-11 16:00:00,180,Power Block,Pending,Partial
BLK00690,2026-10-11,C3,S19,2026-10-11 22:00:00,2026-10-12 00:00:00,120,Traffic Block,Pending,Full
BLK00691,2026-10-11,C4,S08,2026-10-11 00:00:00,2026-10-11 03:00:00,180,Traffic Block,Pending,Partial
BLK00692,2026-10-11,C4,S09,2026-10-11 03:00:00,2026-10-11 06:00:00,180,Traffic Block,Approved,Partial
BLK00693,2026-10-11,C4,S18,2026-10-11 10:00:00,2026-10-11 13:00:00,180,Engineering Block,Pending,Full
BLK00694,2026-10-11,C4,S06,2026-10-11 13:00:00,2026-10-11 16:00:00,180,Power Block,Approved,Full
BLK00695,2026-10-11,C4,S19,2026-10-11 22:00:00,2026-10-12 00:00:00,120,Traffic Block,Pending,Partial
BLK00696,2026-10-11,C5,S03,2026-10-11 00:00:00,2026-10-11 03:00:00,180,Power Block,Approved,Full
BLK00697,2026-10-11,C5,S19,2026-10-11 03:00:00,2026-10-11 06:00:00,180,Power Block,Pending,Partial
BLK00698,2026-10-11,C5,S13,2026-10-11 10:00:00,2026-10-11 13:00:00,180,Engineering Block,Approved,Full
BLK00699,2026-10-11,C5,S17,2026-10-11 13:00:00,2026-10-11 16:00:00,180,Engineering Block,Approved,Full
BLK00700,2026-10-11,C5,S04,2026-10-11 22:00:00,2026-10-12 00:00:00,120,Power Block,Approved,Full
BLK00701,2026-10-12,C1,S11,2026-10-12 00:00:00,2026-10-12 03:00:00,180,Engineering Block,Pending,Partial
BLK00702,2026-10-12,C1,S11,2026-10-12 03:00:00,2026-10-12 06:00:00,180,Traffic Block,Pending,Partial
BLK00703,2026-10-12,C1,S15,2026-10-12 10:00:00,2026-10-12 13:00:00,180,Power Block,Approved,Partial
BLK00704,2026-10-12,C1,S18,2026-10-12 13:00:00,2026-10-12 16:00:00,180,Power Block,Approved,Full
BLK00705,2026-10-12,C1,S19,2026-10-12 22:00:00,2026-10-13 00:00:00,120,Engineering Block,Approved,Full
BLK00706,2026-10-12,C2,S20,2026-10-12 00:00:00,2026-10-12 03:00:00,180,Power Block,Approved,Full
BLK00707,2026-10-12,C2,S03,2026-10-12 03:00:00,2026-10-12 06:00:00,180,Power Block,Approved,Partial
BLK00708,2026-10-12,C2,S05,2026-10-12 10:00:00,2026-10-12 13:00:00,180,Engineering Block,Approved,Partial
BLK00709,2026-10-12,C2,S12,2026-10-12 13:00:00,2026-10-12 16:00:00,180,Traffic Block,Approved,Full
BLK00710,2026-10-12,C2,S10,2026-10-12 22:00:00,2026-10-13 00:00:00,120,Power Block,Approved,Partial
BLK00711,2026-10-12,C3,S04,2026-10-12 00:00:00,2026-10-12 03:00:00,180,Traffic Block,Approved,Full
BLK00712,2026-10-12,C3,S14,2026-10-12 03:00:00,2026-10-12 06:00:00,180,Power Block,Pending,Partial
BLK00713,2026-10-12,C3,S04,2026-10-12 10:00:00,2026-10-12 13:00:00,180,Traffic Block,Approved,Partial
BLK00714,2026-10-12,C3,S18,2026-10-12 13:00:00,2026-10-12 16:00:00,180,Traffic Block,Pending,Partial
BLK00715,2026-10-12,C3,S13,2026-10-12 22:00:00,2026-10-13 00:00:00,120,Traffic Block,Approved,Partial
BLK00716,2026-10-12,C4,S13,2026-10-12 00:00:00,2026-10-12 03:00:00,180,Traffic Block,Pending,Full
BLK00717,2026-10-12,C4,S19,2026-10-12 03:00:00,2026-10-12 06:00:00,180,Engineering Block,Approved,Partial
BLK00718,2026-10-12,C4,S06,2026-10-12 10:00:00,2026-10-12 13:00:00,180,Traffic Block,Approved,Partial
BLK00719,2026-10-12,C4,S09,2026-10-12 13:00:00,2026-10-12 16:00:00,180,Power Block,Approved,Full
BLK00720,2026-10-12,C4,S06,2026-10-12 22:00:00,2026-10-13 00:00:00,120,Power Block,Approved,Partial
BLK00721,2026-10-12,C5,S10,2026-10-12 00:00:00,2026-10-12 03:00:00,180,Power Block,Approved,Partial
BLK00722,2026-10-12,C5,S09,2026-10-12 03:00:00,2026-10-12 06:00:00,180,Traffic Block,Pending,Partial
BLK00723,2026-10-12,C5,S20,2026-10-12 10:00:00,2026-10-12 13:00:00,180,Engineering Block,Approved,Partial
BLK00724,2026-10-12,C5,S04,2026-10-12 13:00:00,2026-10-12 16:00:00,180,Traffic Block,Approved,Full
BLK00725,2026-10-12,C5,S13,2026-10-12 22:00:00,2026-10-13 00:00:00,120,Power Block,Pending,Partial
BLK00726,2026-10-13,C1,S11,2026-10-13 00:00:00,2026-10-13 03:00:00,180,Power Block,Approved,Partial
BLK00727,2026-10-13,C1,S20,2026-10-13 03:00:00,2026-10-13 06:00:00,180,Traffic Block,Approved,Partial
BLK00728,2026-10-13,C1,S20,2026-10-13 10:00:00,2026-10-13 13:00:00,180,Engineering Block,Approved,Partial
BLK00729,2026-10-13,C1,S11,2026-10-13 13:00:00,2026-10-13 16:00:00,180,Traffic Block,Approved,Partial
BLK00730,2026-10-13,C1,S10,2026-10-13 22:00:00,2026-10-14 00:00:00,120,Engineering Block,Pending,Partial
BLK00731,2026-10-13,C2,S19,2026-10-13 00:00:00,2026-10-13 03:00:00,180,Traffic Block,Approved,Partial
BLK00732,2026-10-13,C2,S09,2026-10-13 03:00:00,2026-10-13 06:00:00,180,Power Block,Approved,Full
BLK00733,2026-10-13,C2,S19,2026-10-13 10:00:00,2026-10-13 13:00:00,180,Traffic Block,Pending,Full
BLK00734,2026-10-13,C2,S18,2026-10-13 13:00:00,2026-10-13 16:00:00,180,Traffic Block,Pending,Partial
BLK00735,2026-10-13,C2,S07,2026-10-13 22:00:00,2026-10-14 00:00:00,120,Power Block,Approved,Full
BLK00736,2026-10-13,C3,S14,2026-10-13 00:00:00,2026-10-13 03:00:00,180,Engineering Block,Approved,Full
BLK00737,2026-10-13,C3,S10,2026-10-13 03:00:00,2026-10-13 06:00:00,180,Traffic Block,Approved,Full
BLK00738,2026-10-13,C3,S14,2026-10-13 10:00:00,2026-10-13 13:00:00,180,Power Block,Approved,Partial
BLK00739,2026-10-13,C3,S20,2026-10-13 13:00:00,2026-10-13 16:00:00,180,Power Block,Pending,Partial
BLK00740,2026-10-13,C3,S18,2026-10-13 22:00:00,2026-10-14 00:00:00,120,Engineering Block,Pending,Partial
BLK00741,2026-10-13,C4,S18,2026-10-13 00:00:00,2026-10-13 03:00:00,180,Traffic Block,Approved,Full
BLK00742,2026-10-13,C4,S04,2026-10-13 03:00:00,2026-10-13 06:00:00,180,Traffic Block,Pending,Partial
BLK00743,2026-10-13,C4,S06,2026-10-13 10:00:00,2026-10-13 13:00:00,180,Engineering Block,Pending,Full
BLK00744,2026-10-13,C4,S19,2026-10-13 13:00:00,2026-10-13 16:00:00,180,Engineering Block,Pending,Partial
BLK00745,2026-10-13,C4,S11,2026-10-13 22:00:00,2026-10-14 00:00:00,120,Power Block,Approved,Full
BLK00746,2026-10-13,C5,S04,2026-10-13 00:00:00,2026-10-13 03:00:00,180,Power Block,Approved,Full
BLK00747,2026-10-13,C5,S15,2026-10-13 03:00:00,2026-10-13 06:00:00,180,Power Block,Approved,Partial
BLK00748,2026-10-13,C5,S19,2026-10-13 10:00:00,2026-10-13 13:00:00,180,Engineering Block,Pending,Full
BLK00749,2026-10-13,C5,S12,2026-10-13 13:00:00,2026-10-13 16:00:00,180,Traffic Block,Approved,Full
BLK00750,2026-10-13,C5,S10,2026-10-13 22:00:00,2026-10-14 00:00:00,120,Power Block,Approved,Full
